x,y,z,vx,vy,vz
0.0,0.0,0.0,1.0,1.0,1.0
0.25707480695568796,0.05627698892075701,0.3048170994782936,1.4816243290688553,0.925954201405936,0.9259593931619801
0.5768097903757614,0.002326867330588428,0.25013635925539685,1.5581395176665418,0.3209218638736514,0.3804924804237775
0.4454813172508385,-0.41219059069261715,0.7516644432591664,1.4867427825441384,0.3422761571852413,-0.07005245563904577
0.7129617405436571,-0.567901606070397,0.6524175348370593,1.2964664447612764,0.928017949514227,-0.07432065286534982
0.9086568530703841,-1.0948019165234157,0.224976162452643,1.358719433595483,1.1615415863842702,-0.02012924413850014
0.8168940705291146,-1.1243145273663442,0.5572546380427471,1.4673810776682445,0.604019336655934,0.08235510550508515
1.2896628540592603,-0.7694159620967406,0.30010626602237683,1.3695995388280562,0.708774031531755,0.39084956170360097
1.048349059514492,-0.4415953332968538,0.7680719766103008,1.3468279389501063,1.0261189979565533,0.5052089140156235
1.1717026650965308,0.15580033438928298,-0.00984327378798533,1.6067363317923278,1.0536456978838253,0.4106544875551885
1.4453052089814515,0.7285160363558638,-0.13266925835020096,1.3510682059105106,0.8949761889078742,0.700130054243198
1.6111106461332227,1.124326096666268,-0.28466493442792573,1.2474523372836166,0.7709807036059038,0.23732599166312968
1.6616729147380678,0.7538446391826616,-0.393952065965134,1.1390764913408156,0.517278355033862,0.18632297137255174
1.857025148567173,0.7820306090542352,-0.9820885037393079,1.130692067739061,0.5363248197702379,0.9652685217623704
1.6005259103117124,1.197055396618419,-0.6477795484422664,1.3808383332004335,0.24875125649675944,1.4088710328908225
1.42537465437715,1.042851456335403,-0.475379916590991,1.2216253518554017,-0.24161157615328865,1.4305525492452014
2.0376694839340237,0.7710038598592526,-0.4341694554561873,1.4788820841204466,-0.6308450492090406,1.5024816962234013
2.267739847797461,0.9551534551013561,-0.6750794458077626,1.0613170392426459,-0.4657926339226782,1.5963964959811723
2.4473166195241007,1.0012518452213597,-0.7413375492830839,1.6513267447931101,-0.3159535078775106,1.2196732524127323
